Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Kit Graham,eng ENG,"MF,FW",Tottenham,25-160,0.0,19.0,4.0,21.1,19.6,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,254.0,408.0,62.3,4100.0,1372.0,134.0,176.0,76.1,74.0,121.0,61.2,33.0,80.0,41.3,1.0,1.6,-0.6,24.0,23.0,13.0,2.0,41.0,365.0,43.0,15.0,1.0,105.0,3.0,21.0,11.0,5.0,2.0,1.0,251.0,63.0,94.0,266.0,102.0,18.0,4.0,3.0,6.0,15.0,19.0,17.0,37.0,26.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,4.0,11.0,4.0,2.0,17.0,11.8,15.0,170.0,51.0,30.0,27.0,81.0,62.0,15.0,2.0,0.0,7.0,11.0,0.0,551.0,7.0,78.0,289.0,218.0,24.0,510.0,27.0,42.0,64.3,28.0,2.0,374.0,1808.0,986.0,49.0,24.0,4.0,24.0,28.0,465.0,342.0,73.5,63.0,9.9,0.0,0.0,0.0,12.0,15.0,2.0,0.0,0.0,0.0,104.0,19.0,13.0,59.4,52.0,36.0,0.0
Lucy Graham,sco SCO,"MF,FW",Everton,24-192,5.0,19.0,8.0,42.1,16.5,0.0,1.0,2.0,4.3,2.8,0.15,0.7,1.2,310.0,434.0,71.4,4878.0,1702.0,169.0,204.0,82.8,110.0,152.0,72.4,23.0,49.0,46.9,3.0,0.7,2.3,9.0,37.0,9.0,1.0,41.0,423.0,11.0,2.0,2.0,78.0,6.0,5.0,1.0,0.0,1.0,0.0,256.0,99.0,79.0,84.0,292.0,30.0,6.0,4.0,2.0,13.0,14.0,16.0,16.0,13.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,4.0,11.0,4.0,4.0,32.0,12.5,28.0,221.0,64.0,29.0,47.0,118.0,56.0,28.0,10.0,0.0,13.0,13.0,0.0,607.0,23.0,118.0,338.0,178.0,26.0,594.0,14.0,27.0,51.9,16.0,1.0,367.0,1387.0,644.0,29.0,10.0,0.0,32.0,21.0,538.0,392.0,72.9,54.0,13.1,0.0,0.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,115.0,28.0,16.0,63.6,53.0,15.0,4.0
Abbi Grant,sco SCO,"MF,FW",Birmingham City,25-130,0.0,1.0,1.0,100.0,5.0,0.0,0.0,0.0,0.1,0.1,0.13,-0.1,-0.1,9.0,14.0,64.3,141.0,61.0,4.0,6.0,66.7,5.0,7.0,71.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,16.0,5.0,31.3,3.0,8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,11.0,8.0,1.0,20.0,0.0,2.0,0.0,1.0,0.0,12.0,35.0,9.0,0.0,0.0,0.0,0.0,1.0,24.0,12.0,50.0,2.0,0.4,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0,1.0,0.0,0.0
Ruby Grant,eng ENG,"MF,FW",West Ham,19-005,0.0,2.0,1.0,50.0,14.9,0.0,0.0,0.0,0.3,0.3,0.16,-0.3,-0.3,57.0,84.0,67.9,986.0,216.0,21.0,29.0,72.4,28.0,36.0,77.8,5.0,13.0,38.5,0.0,0.0,0.0,1.0,7.0,0.0,0.0,9.0,84.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,57.0,8.0,19.0,16.0,65.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,3.0,5.0,60.0,2.0,37.0,13.0,35.1,12.0,23.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,107.0,4.0,27.0,66.0,21.0,3.0,107.0,2.0,6.0,33.3,2.0,0.0,75.0,281.0,117.0,4.0,1.0,0.0,2.0,4.0,81.0,71.0,87.7,14.0,2.3,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,6.0,2.0,0.0
Josephine Green,wal WAL,MF,Tottenham,27-360,0.0,9.0,3.0,33.3,19.1,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,239.0,336.0,71.1,4200.0,926.0,109.0,141.0,77.3,100.0,128.0,78.1,24.0,55.0,43.6,0.0,0.1,-0.1,2.0,17.0,0.0,0.0,19.0,329.0,7.0,4.0,0.0,57.0,9.0,1.0,1.0,0.0,0.0,0.0,215.0,62.0,59.0,78.0,220.0,31.0,2.0,0.0,2.0,14.0,9.0,6.0,8.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,8.0,13.0,5.0,4.0,18.0,22.2,14.0,186.0,56.0,30.1,57.0,100.0,29.0,9.0,1.0,0.0,12.0,14.0,1.0,453.0,16.0,126.0,274.0,67.0,6.0,447.0,5.0,11.0,45.5,5.0,0.0,270.0,1014.0,431.0,14.0,4.0,0.0,10.0,12.0,271.0,232.0,85.6,11.0,10.1,3.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,134.0,7.0,11.0,38.9,22.0,8.0,0.0
Kayleigh Green,wal WAL,"FW,DF",Brighton,33-029,0.0,12.0,0.0,0.0,16.9,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,196.0,319.0,61.4,3280.0,1220.0,95.0,139.0,68.3,77.0,116.0,66.4,18.0,35.0,51.4,0.0,0.7,-0.7,8.0,11.0,11.0,2.0,26.0,304.0,15.0,0.0,1.0,69.0,2.0,10.0,0.0,0.0,0.0,0.0,166.0,82.0,71.0,56.0,197.0,37.0,11.0,4.0,3.0,8.0,15.0,21.0,19.0,11.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,15.0,13.0,13.0,2.0,10.0,29.0,34.5,19.0,174.0,50.0,28.7,53.0,74.0,47.0,21.0,4.0,0.0,23.0,16.0,0.0,480.0,23.0,118.0,242.0,152.0,38.0,465.0,16.0,29.0,55.2,16.0,1.0,269.0,1204.0,490.0,21.0,10.0,1.0,23.0,14.0,364.0,258.0,70.9,52.0,10.2,3.0,1.0,0.0,12.0,16.0,3.0,1.0,0.0,0.0,98.0,17.0,20.0,45.9,37.0,19.0,0.0
Mollie Green,eng ENG,MF,Birmingham City,23-259,1.0,11.0,5.0,45.5,22.8,0.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2,168.0,223.0,75.3,2576.0,742.0,92.0,107.0,86.0,63.0,78.0,80.8,10.0,29.0,34.5,1.0,0.6,0.4,5.0,9.0,1.0,0.0,16.0,220.0,3.0,0.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,136.0,39.0,48.0,17.0,193.0,8.0,0.0,0.0,2.0,6.0,6.0,6.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,9.0,4.0,3.0,7.0,23.0,30.4,16.0,156.0,49.0,31.4,46.0,76.0,34.0,15.0,1.0,0.0,10.0,14.0,0.0,317.0,24.0,100.0,155.0,70.0,6.0,314.0,4.0,9.0,44.4,4.0,2.0,191.0,566.0,261.0,11.0,3.0,1.0,11.0,8.0,245.0,184.0,75.1,20.0,9.2,0.0,0.0,0.0,7.0,6.0,1.0,0.0,1.0,0.0,63.0,8.0,8.0,50.0,19.0,9.0,1.0
Alex Greenwood,eng ENG,DF,Manchester City,27-225,0.0,10.0,2.0,20.0,23.3,3.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,1171.0,1408.0,83.2,25287.0,9025.0,398.0,425.0,93.6,532.0,594.0,89.6,233.0,356.0,65.4,2.0,2.2,-0.2,26.0,101.0,17.0,6.0,77.0,1191.0,217.0,50.0,6.0,120.0,67.0,29.0,68.0,39.0,14.0,8.0,960.0,181.0,267.0,1100.0,167.0,31.0,99.0,1.0,5.0,26.0,22.0,22.0,42.0,15.0,24.0,0.0,2.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,6.0,13.0,9.0,6.0,16.0,37.5,10.0,123.0,52.0,42.3,38.0,57.0,28.0,26.0,0.0,0.0,18.0,57.0,0.0,1561.0,95.0,569.0,798.0,306.0,13.0,1353.0,21.0,29.0,72.4,23.0,3.0,1044.0,5249.0,2861.0,80.0,24.0,2.0,9.0,10.0,1062.0,1039.0,97.8,10.0,14.3,2.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,175.0,28.0,19.0,59.6,19.0,18.0,0.0
Freya Gregory,eng ENG,"FW,DF",Aston Villa LFC,18-098,0.0,2.0,1.0,50.0,15.2,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2,15.0,29.0,51.7,269.0,101.0,6.0,11.0,54.5,6.0,13.0,46.2,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,12.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,4.0,8.0,22.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,20.0,4.0,47.0,7.0,14.9,13.0,21.0,13.0,3.0,0.0,0.0,1.0,4.0,0.0,54.0,1.0,14.0,21.0,20.0,2.0,42.0,1.0,4.0,25.0,1.0,0.0,24.0,87.0,27.0,2.0,1.0,0.0,6.0,2.0,41.0,21.0,51.2,1.0,1.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,8.0,0.0,0.0
Jackie Groenen,nl NED,MF,Manchester Utd,26-124,0.0,8.0,1.0,12.5,18.4,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,495.0,664.0,74.5,9173.0,2279.0,217.0,270.0,80.4,203.0,241.0,84.2,65.0,113.0,57.5,3.0,3.8,-0.8,25.0,57.0,17.0,1.0,56.0,648.0,16.0,6.0,3.0,122.0,8.0,10.0,0.0,0.0,0.0,0.0,492.0,81.0,91.0,50.0,597.0,8.0,4.0,3.0,3.0,17.0,21.0,29.0,45.0,37.0,1.0,2.0,0.0,3.0,2.0,9.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,43.0,34.0,13.0,23.0,7.0,14.0,44.0,31.8,30.0,319.0,120.0,37.6,64.0,160.0,95.0,31.0,0.0,0.0,15.0,11.0,0.0,835.0,20.0,161.0,483.0,243.0,25.0,820.0,23.0,32.0,71.9,23.0,2.0,586.0,2878.0,1101.0,49.0,15.0,3.0,26.0,24.0,636.0,527.0,82.9,70.0,16.4,2.0,0.0,0.0,20.0,18.0,6.0,0.0,0.0,0.0,171.0,2.0,2.0,50.0,50.0,44.0,0.0
Malin Gut,ch SUI,MF,Arsenal,20-262,0.0,3.0,2.0,66.7,22.9,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3,328.0,383.0,85.6,5984.0,1170.0,130.0,146.0,89.0,154.0,173.0,89.0,38.0,49.0,77.6,0.0,0.2,-0.2,6.0,26.0,3.0,0.0,23.0,382.0,1.0,1.0,1.0,74.0,3.0,2.0,0.0,0.0,0.0,0.0,316.0,35.0,32.0,102.0,263.0,9.0,0.0,0.0,0.0,6.0,12.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,6.0,2.0,5.0,19.0,26.3,14.0,115.0,42.0,36.5,52.0,45.0,18.0,11.0,1.0,0.0,5.0,9.0,0.0,443.0,12.0,117.0,276.0,99.0,2.0,442.0,7.0,9.0,77.8,7.0,0.0,349.0,1709.0,800.0,42.0,20.0,0.0,8.0,10.0,349.0,321.0,92.0,10.0,7.2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,76.0,12.0,7.0,63.2,18.0,10.0,0.0
Natalie Haigh,eng ENG,"DF,MF",Aston Villa LFC,21-143,0.0,1.0,0.0,0.0,9.5,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,307.0,412.0,74.5,6820.0,3074.0,67.0,90.0,74.4,171.0,203.0,84.2,66.0,109.0,60.6,1.0,0.7,0.3,2.0,15.0,2.0,1.0,12.0,376.0,36.0,32.0,1.0,50.0,5.0,2.0,0.0,0.0,0.0,0.0,282.0,45.0,85.0,80.0,307.0,14.0,4.0,2.0,0.0,11.0,16.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,16.0,3.0,0.0,7.0,10.0,70.0,3.0,104.0,30.0,28.8,73.0,26.0,5.0,32.0,17.0,0.0,13.0,60.0,1.0,547.0,133.0,413.0,141.0,18.0,2.0,512.0,4.0,5.0,80.0,4.0,0.0,283.0,1670.0,930.0,11.0,2.0,0.0,3.0,5.0,289.0,278.0,96.2,2.0,12.5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,99.0,7.0,12.0,36.8,8.0,2.0,0.0
Benedicte Håland,no NOR,GK,Bristol City,23-069,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,37.0,78.4,665.0,224.0,9.0,9.0,100.0,14.0,14.0,100.0,6.0,14.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,11.0,5.0,26.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,39.0,40.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.0,0.0,24.0,129.0,74.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
Hannah Hampton,eng ENG,GK,Birmingham City,20-155,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,400.0,728.0,54.9,11327.0,7013.0,108.0,110.0,98.2,153.0,158.0,96.8,134.0,455.0,29.5,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,439.0,289.0,77.0,0.0,69.0,25.0,0.0,0.0,0.0,0.0,0.0,273.0,33.0,422.0,89.0,502.0,2.0,0.0,82.0,2.0,37.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,66.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,777.0,666.0,769.0,8.0,0.0,0.0,490.0,0.0,0.0,,0.0,0.0,351.0,2122.0,1470.0,0.0,0.0,0.0,1.0,0.0,273.0,272.0,99.6,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,,1.0,0.0,0.0
Kirsty Hanson,sco SCO,FW,Manchester Utd,23-003,4.0,22.0,10.0,45.5,15.5,0.0,0.0,0.0,2.9,2.9,0.14,1.1,1.1,163.0,299.0,54.5,2537.0,987.0,85.0,124.0,68.5,62.0,103.0,60.2,10.0,36.0,27.8,1.0,1.6,-0.6,12.0,21.0,18.0,8.0,30.0,294.0,5.0,0.0,2.0,80.0,1.0,37.0,0.0,0.0,0.0,0.0,180.0,62.0,57.0,154.0,124.0,9.0,3.0,1.0,1.0,9.0,10.0,32.0,28.0,21.0,0.0,4.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,11.0,6.0,8.0,12.0,3.0,17.0,17.6,14.0,228.0,73.0,32.0,29.0,88.0,111.0,21.0,0.0,0.0,8.0,4.0,0.0,470.0,6.0,49.0,193.0,262.0,59.0,465.0,21.0,39.0,53.8,22.0,1.0,332.0,1770.0,1100.0,62.0,20.0,9.0,32.0,31.0,397.0,283.0,71.3,75.0,9.6,0.0,0.0,0.0,18.0,10.0,3.0,0.0,0.0,0.0,110.0,10.0,12.0,45.5,63.0,28.0,4.0
Nadine Hanssen,nl NED,"MF,FW",Aston Villa LFC,27-195,1.0,10.0,3.0,30.0,20.5,0.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4,185.0,265.0,69.8,2920.0,752.0,97.0,123.0,78.9,68.0,90.0,75.6,12.0,28.0,42.9,0.0,0.6,-0.6,7.0,6.0,6.0,2.0,14.0,257.0,8.0,1.0,1.0,59.0,2.0,7.0,0.0,0.0,0.0,0.0,163.0,58.0,44.0,32.0,201.0,18.0,2.0,1.0,0.0,11.0,10.0,12.0,16.0,12.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,7.0,12.0,4.0,6.0,32.0,18.8,26.0,173.0,51.0,29.5,42.0,89.0,42.0,14.0,1.0,0.0,17.0,12.0,1.0,373.0,14.0,85.0,184.0,124.0,11.0,365.0,9.0,11.0,81.8,9.0,0.0,211.0,990.0,442.0,22.0,6.0,0.0,24.0,14.0,314.0,217.0,69.1,27.0,8.9,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,68.0,16.0,24.0,40.0,38.0,16.0,1.0
Pernille Harder,dk DEN,"MF,FW",Chelsea,28-156,8.0,59.0,21.0,35.6,15.6,0.0,0.0,0.0,6.4,6.4,0.11,1.6,1.6,336.0,457.0,73.5,5730.0,1803.0,161.0,198.0,81.3,137.0,178.0,77.0,29.0,54.0,53.7,3.0,3.2,-0.2,22.0,41.0,28.0,8.0,61.0,452.0,5.0,0.0,2.0,101.0,8.0,28.0,1.0,0.0,0.0,1.0,321.0,72.0,64.0,120.0,304.0,16.0,3.0,1.0,1.0,8.0,10.0,21.0,61.0,43.0,0.0,5.0,8.0,3.0,2.0,13.0,7.0,0.0,1.0,4.0,1.0,0.0,0.0,37.0,27.0,7.0,17.0,13.0,5.0,20.0,25.0,15.0,245.0,95.0,38.8,37.0,109.0,99.0,15.0,1.0,0.0,12.0,3.0,0.0,664.0,5.0,56.0,280.0,374.0,84.0,659.0,20.0,39.0,51.3,21.0,0.0,462.0,2937.0,1686.0,95.0,26.0,18.0,27.0,18.0,681.0,471.0,69.2,122.0,12.7,0.0,0.0,0.0,17.0,19.0,1.0,0.0,0.0,0.0,106.0,16.0,26.0,38.1,45.0,61.0,8.0
Natasha Harding,wal WAL,"DF,FW",Reading,32-049,2.0,27.0,8.0,29.6,14.0,0.0,0.0,0.0,3.9,3.9,0.15,-1.9,-1.9,373.0,578.0,64.5,6776.0,2950.0,148.0,210.0,70.5,184.0,262.0,70.2,33.0,76.0,43.4,2.0,1.1,0.9,8.0,25.0,13.0,3.0,51.0,455.0,123.0,4.0,2.0,116.0,5.0,26.0,1.0,1.0,0.0,0.0,268.0,125.0,185.0,34.0,359.0,41.0,116.0,6.0,2.0,23.0,11.0,26.0,21.0,14.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,18.0,14.0,13.0,8.0,12.0,33.0,36.4,21.0,281.0,90.0,32.0,72.0,93.0,116.0,15.0,5.0,1.0,23.0,52.0,1.0,802.0,47.0,174.0,375.0,274.0,59.0,681.0,9.0,17.0,52.9,10.0,3.0,386.0,1345.0,632.0,34.0,7.0,4.0,37.0,27.0,620.0,393.0,63.4,78.0,18.3,4.0,0.0,0.0,19.0,9.0,9.0,0.0,0.0,0.0,143.0,40.0,30.0,57.1,64.0,19.0,2.0
Emma Harries,eng ENG,FW,Reading,,1.0,7.0,2.0,28.6,12.7,0.0,0.0,0.0,1.3,1.3,0.18,-0.3,-0.3,62.0,91.0,68.1,863.0,282.0,34.0,47.0,72.3,20.0,25.0,80.0,3.0,7.0,42.9,0.0,0.6,-0.6,4.0,4.0,3.0,1.0,8.0,83.0,8.0,0.0,0.0,27.0,1.0,6.0,0.0,0.0,0.0,0.0,62.0,20.0,9.0,9.0,69.0,5.0,4.0,1.0,1.0,3.0,2.0,6.0,10.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,4.0,1.0,2.0,6.0,33.3,4.0,150.0,44.0,29.3,13.0,54.0,83.0,5.0,0.0,0.0,1.0,2.0,0.0,173.0,5.0,19.0,80.0,86.0,31.0,165.0,5.0,14.0,35.7,5.0,0.0,121.0,397.0,212.0,11.0,2.0,2.0,23.0,22.0,282.0,114.0,40.4,35.0,6.0,0.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0,32.0,4.0,21.0,16.0,45.0,10.0,1.0
Martha Harris,eng ENG,DF,Manchester Utd,26-244,0.0,5.0,0.0,0.0,20.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,188.0,228.0,82.5,3183.0,1000.0,89.0,103.0,86.4,92.0,111.0,82.9,7.0,11.0,63.6,0.0,0.2,-0.2,1.0,8.0,1.0,1.0,11.0,166.0,62.0,0.0,0.0,36.0,1.0,6.0,0.0,0.0,0.0,0.0,136.0,68.0,24.0,43.0,113.0,9.0,62.0,0.0,2.0,4.0,4.0,6.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,5.0,1.0,2.0,5.0,40.0,3.0,60.0,23.0,38.3,17.0,31.0,12.0,3.0,0.0,0.0,5.0,11.0,0.0,268.0,3.0,55.0,136.0,90.0,4.0,206.0,1.0,3.0,33.3,2.0,0.0,147.0,535.0,236.0,10.0,3.0,0.0,4.0,6.0,143.0,130.0,90.9,10.0,3.7,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,2.0,71.4,10.0,5.0,0.0
Abigail Harrison,sco SCO,"FW,MF",Bristol City,23-134,1.0,11.0,4.0,36.4,18.1,2.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2,139.0,213.0,65.3,2231.0,515.0,81.0,102.0,79.4,30.0,54.0,55.6,23.0,42.0,54.8,1.0,0.9,0.1,8.0,6.0,6.0,3.0,14.0,187.0,26.0,0.0,1.0,62.0,3.0,10.0,0.0,0.0,0.0,0.0,130.0,35.0,48.0,38.0,140.0,19.0,0.0,3.0,5.0,9.0,6.0,8.0,13.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,3.0,3.0,3.0,3.0,12.0,25.0,9.0,120.0,30.0,25.0,14.0,47.0,59.0,10.0,2.0,1.0,13.0,11.0,0.0,344.0,15.0,45.0,188.0,125.0,30.0,316.0,8.0,16.0,50.0,8.0,1.0,202.0,859.0,406.0,20.0,7.0,3.0,32.0,31.0,415.0,211.0,50.8,58.0,8.7,0.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,50.0,20.0,25.0,44.4,63.0,13.0,1.0
Kerys Harrop,eng ENG,DF,Tottenham,30-138,1.0,4.0,1.0,25.0,23.6,1.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8,449.0,603.0,74.5,9350.0,3184.0,142.0,171.0,83.0,234.0,283.0,82.7,67.0,127.0,52.8,0.0,0.7,-0.7,8.0,26.0,3.0,1.0,27.0,492.0,111.0,26.0,1.0,97.0,16.0,11.0,10.0,6.0,2.0,0.0,307.0,122.0,174.0,406.0,72.0,37.0,75.0,1.0,0.0,22.0,18.0,17.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,6.0,16.0,6.0,7.0,20.0,35.0,13.0,160.0,53.0,33.1,75.0,67.0,18.0,27.0,5.0,0.0,9.0,40.0,1.0,733.0,99.0,351.0,306.0,111.0,5.0,622.0,7.0,9.0,77.8,8.0,1.0,402.0,1966.0,1016.0,19.0,5.0,0.0,11.0,11.0,386.0,352.0,91.2,6.0,10.4,6.0,0.0,0.0,19.0,2.0,0.0,0.0,3.0,0.0,156.0,17.0,14.0,54.8,22.0,7.0,1.0
