Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Lucy Quinn,eng ENG,"FW,MF",Tottenham,27-203,1.0,5.0,2.0,40.0,17.7,0.0,0.0,0.0,0.3,0.3,0.06,0.7,0.7,106.0,166.0,63.9,1872.0,602.0,51.0,69.0,73.9,38.0,45.0,84.4,13.0,32.0,40.6,0.0,0.8,-0.8,4.0,5.0,3.0,2.0,12.0,152.0,14.0,0.0,0.0,44.0,6.0,10.0,8.0,4.0,1.0,2.0,95.0,34.0,37.0,40.0,112.0,5.0,6.0,0.0,0.0,4.0,4.0,19.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.0,8.0,2.0,5.0,17.0,29.4,12.0,97.0,25.0,25.8,24.0,52.0,21.0,7.0,1.0,0.0,4.0,1.0,0.0,244.0,6.0,53.0,124.0,80.0,9.0,230.0,10.0,18.0,55.6,10.0,0.0,176.0,689.0,264.0,15.0,1.0,2.0,22.0,13.0,232.0,159.0,68.5,14.0,4.9,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,41.0,3.0,8.0,27.3,35.0,6.0,1.0
Laura Rafferty,nir NIR,"DF,MF",Bristol City,24-356,0.0,2.0,0.0,0.0,25.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,104.0,154.0,67.5,2243.0,941.0,27.0,34.0,79.4,54.0,64.0,84.4,21.0,49.0,42.9,1.0,0.0,1.0,1.0,8.0,1.0,0.0,13.0,149.0,5.0,4.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,17.0,42.0,9.0,135.0,3.0,1.0,1.0,1.0,8.0,4.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,4.0,1.0,1.0,9.0,11.1,8.0,77.0,19.0,24.7,41.0,32.0,4.0,21.0,10.0,0.0,7.0,37.0,0.0,231.0,50.0,149.0,84.0,8.0,1.0,226.0,4.0,4.0,100.0,4.0,1.0,110.0,570.0,281.0,3.0,0.0,0.0,0.0,2.0,102.0,93.0,91.2,2.0,6.5,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,59.0,8.0,10.0,44.4,2.0,3.0,0.0
Hayley Raso,au AUS,"FW,DF",Everton,26-227,5.0,31.0,12.0,38.7,14.7,0.0,0.0,0.0,5.1,5.1,0.16,-0.1,-0.1,305.0,469.0,65.0,4819.0,1572.0,172.0,219.0,78.5,103.0,154.0,66.9,23.0,56.0,41.1,2.0,1.5,0.5,12.0,18.0,11.0,4.0,29.0,451.0,18.0,0.0,1.0,93.0,8.0,41.0,0.0,0.0,0.0,0.0,316.0,81.0,72.0,123.0,302.0,17.0,17.0,4.0,2.0,14.0,13.0,48.0,31.0,20.0,0.0,3.0,2.0,4.0,2.0,7.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,20.0,9.0,15.0,8.0,8.0,26.0,30.8,18.0,256.0,74.0,28.9,57.0,90.0,109.0,26.0,3.0,0.0,16.0,9.0,0.0,721.0,13.0,140.0,326.0,327.0,64.0,703.0,25.0,46.0,54.3,28.0,1.0,518.0,2896.0,1871.0,82.0,31.0,14.0,45.0,46.0,667.0,473.0,70.9,71.0,13.9,2.0,0.0,0.0,35.0,22.0,7.0,1.0,0.0,0.0,114.0,9.0,18.0,33.3,91.0,31.0,5.0
Guro Reiten,no NOR,"FW,MF",Chelsea,26-268,1.0,25.0,8.0,32.0,16.5,2.0,0.0,0.0,2.3,2.3,0.09,-1.3,-1.3,223.0,353.0,63.2,4253.0,1716.0,96.0,139.0,69.1,83.0,110.0,75.5,38.0,80.0,47.5,3.0,2.8,0.2,30.0,20.0,19.0,3.0,36.0,294.0,59.0,11.0,1.0,61.0,13.0,22.0,42.0,13.0,18.0,5.0,213.0,43.0,97.0,275.0,51.0,13.0,3.0,3.0,5.0,10.0,16.0,25.0,48.0,27.0,19.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,6.0,5.0,8.0,4.0,8.0,20.0,40.0,12.0,154.0,49.0,31.8,26.0,67.0,61.0,19.0,0.0,0.0,8.0,8.0,1.0,479.0,6.0,44.0,159.0,291.0,48.0,419.0,8.0,15.0,53.3,9.0,2.0,264.0,951.0,489.0,28.0,8.0,5.0,22.0,10.0,375.0,278.0,74.1,79.0,8.6,1.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,72.0,10.0,11.0,47.6,32.0,29.0,1.0
Beth Roberts,eng ENG,"DF,MF",Reading,17-341,0.0,2.0,0.0,0.0,18.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,47.0,59.0,79.7,745.0,363.0,25.0,27.0,92.6,13.0,18.0,72.2,6.0,8.0,75.0,0.0,0.3,-0.3,1.0,3.0,3.0,1.0,3.0,47.0,12.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,17.0,6.0,8.0,36.0,3.0,11.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,6.0,16.7,5.0,23.0,8.0,34.8,10.0,10.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,75.0,2.0,23.0,37.0,18.0,3.0,63.0,2.0,3.0,66.7,2.0,0.0,43.0,222.0,137.0,8.0,2.0,0.0,0.0,3.0,40.0,34.0,85.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,50.0,3.0,1.0,0.0
Katie Robinson,eng ENG,FW,Brighton,18-255,0.0,1.0,1.0,100.0,7.3,0.0,0.0,0.0,0.2,0.2,0.19,-0.2,-0.2,13.0,19.0,68.4,223.0,115.0,6.0,9.0,66.7,6.0,6.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,18.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,11.0,6.0,54.5,1.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,4.0,12.0,18.0,2.0,30.0,1.0,2.0,50.0,2.0,0.0,24.0,91.0,56.0,2.0,0.0,1.0,2.0,4.0,21.0,19.0,90.5,4.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,6.0,1.0,0.0
Bethan Roe,eng ENG,DF,Brighton,21-168,0.0,1.0,0.0,0.0,17.5,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,69.0,112.0,61.6,1115.0,689.0,35.0,49.0,71.4,26.0,44.0,59.1,6.0,10.0,60.0,0.0,0.1,-0.1,2.0,7.0,3.0,1.0,13.0,81.0,31.0,0.0,0.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,49.0,26.0,37.0,39.0,31.0,7.0,31.0,1.0,0.0,3.0,8.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0,2.0,2.0,10.0,20.0,8.0,33.0,12.0,36.4,17.0,10.0,6.0,6.0,0.0,0.0,5.0,11.0,0.0,150.0,11.0,54.0,54.0,46.0,8.0,119.0,3.0,5.0,60.0,4.0,0.0,71.0,266.0,149.0,8.0,2.0,0.0,1.0,6.0,68.0,58.0,85.3,10.0,2.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,5.0,1.0,83.3,7.0,3.0,0.0
Ellie Roebuck,eng ENG,GK,Manchester City,21-209,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,713.0,762.0,93.6,15367.0,7130.0,174.0,174.0,100.0,427.0,431.0,99.1,111.0,156.0,71.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,655.0,107.0,14.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,640.0,19.0,103.0,8.0,678.0,0.0,0.0,70.0,0.0,9.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,643.0,789.0,0.0,0.0,0.0,684.0,1.0,1.0,100.0,1.0,0.0,566.0,2562.0,1221.0,0.0,0.0,0.0,1.0,1.0,547.0,545.0,99.6,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,,2.0,2.0,0.0
Sian Rogers,eng ENG,GK,Aston Villa LFC,22-296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,33.0,51.0,64.7,975.0,598.0,4.0,4.0,100.0,16.0,19.0,84.2,13.0,27.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,25.0,2.0,43.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,50.0,56.0,0.0,0.0,0.0,34.0,0.0,0.0,,0.0,0.0,21.0,57.0,22.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,1.0,0.0,0.0
Jill Roord,nl NED,MF,Arsenal,23-363,7.0,35.0,18.0,51.4,14.6,0.0,0.0,0.0,5.5,5.5,0.16,1.5,1.5,452.0,518.0,87.3,7990.0,1482.0,212.0,233.0,91.0,164.0,180.0,91.1,58.0,73.0,79.5,3.0,2.7,0.3,20.0,33.0,14.0,0.0,47.0,504.0,14.0,5.0,4.0,85.0,8.0,3.0,0.0,0.0,0.0,0.0,407.0,79.0,32.0,81.0,420.0,9.0,0.0,3.0,2.0,7.0,16.0,8.0,40.0,33.0,0.0,3.0,2.0,2.0,0.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,9.0,4.0,10.0,6.0,6.0,19.0,31.6,13.0,150.0,59.0,39.3,19.0,83.0,48.0,12.0,2.0,0.0,11.0,9.0,0.0,680.0,7.0,106.0,365.0,257.0,58.0,666.0,15.0,25.0,60.0,17.0,1.0,485.0,2130.0,715.0,46.0,18.0,6.0,18.0,31.0,614.0,479.0,78.0,63.0,12.4,0.0,0.0,0.0,9.0,13.0,2.0,0.0,0.0,0.0,119.0,6.0,12.0,33.3,49.0,40.0,7.0
Emma Rose Kelly,eng ENG,"MF,FW",Birmingham City,24-084,0.0,5.0,0.0,0.0,14.7,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5,70.0,104.0,67.3,986.0,396.0,43.0,55.0,78.2,21.0,30.0,70.0,3.0,13.0,23.1,0.0,0.0,0.0,1.0,5.0,1.0,1.0,10.0,103.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,21.0,18.0,22.0,71.0,9.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,10.0,5.0,1.0,5.0,16.0,31.3,11.0,99.0,30.0,30.3,41.0,46.0,12.0,8.0,1.0,0.0,11.0,5.0,0.0,171.0,10.0,60.0,81.0,33.0,4.0,170.0,9.0,14.0,64.3,9.0,1.0,118.0,448.0,186.0,7.0,1.0,0.0,8.0,13.0,158.0,83.0,52.5,11.0,6.2,1.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,41.0,2.0,15.0,11.8,21.0,3.0,0.0
Jane Ross,sco SCO,"FW,MF",Manchester Utd,31-214,2.0,8.0,4.0,50.0,15.9,0.0,0.0,0.0,1.2,1.2,0.15,0.8,0.8,46.0,62.0,74.2,707.0,142.0,27.0,33.0,81.8,11.0,16.0,68.8,5.0,7.0,71.4,0.0,0.1,-0.1,2.0,7.0,1.0,1.0,3.0,58.0,4.0,0.0,0.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,38.0,10.0,14.0,13.0,36.0,7.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,53.0,17.0,32.1,3.0,18.0,32.0,1.0,1.0,0.0,1.0,2.0,1.0,96.0,3.0,7.0,41.0,52.0,10.0,92.0,1.0,2.0,50.0,2.0,0.0,53.0,189.0,112.0,4.0,0.0,2.0,8.0,9.0,112.0,63.0,56.3,24.0,2.6,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,6.0,8.0,42.9,17.0,2.0,2.0
Rachel Rowe,wal WAL,"MF,FW",Reading,28-219,4.0,19.0,10.0,52.6,15.7,0.0,0.0,0.0,2.1,2.1,0.11,1.9,1.9,271.0,409.0,66.3,4459.0,1506.0,149.0,191.0,78.0,85.0,124.0,68.5,28.0,67.0,41.8,0.0,1.0,-1.0,16.0,20.0,12.0,6.0,24.0,361.0,48.0,15.0,0.0,92.0,7.0,21.0,16.0,10.0,1.0,1.0,252.0,80.0,77.0,80.0,274.0,20.0,17.0,2.0,3.0,9.0,19.0,22.0,25.0,18.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,11.0,11.0,3.0,6.0,21.0,28.6,15.0,213.0,63.0,29.6,57.0,107.0,49.0,16.0,2.0,0.0,15.0,16.0,1.0,593.0,19.0,119.0,279.0,233.0,39.0,548.0,27.0,45.0,60.0,29.0,3.0,375.0,1938.0,997.0,54.0,18.0,10.0,29.0,33.0,470.0,350.0,74.5,68.0,10.7,3.0,1.0,1.0,12.0,25.0,2.0,0.0,0.0,0.0,111.0,20.0,20.0,50.0,62.0,19.0,4.0
Alessia Russo,eng ENG,FW,Manchester Utd,22-071,3.0,14.0,8.0,57.1,14.7,1.0,0.0,0.0,2.3,2.3,0.16,0.7,0.7,41.0,71.0,57.7,677.0,283.0,19.0,25.0,76.0,17.0,27.0,63.0,4.0,11.0,36.4,2.0,1.6,0.4,8.0,5.0,5.0,1.0,8.0,64.0,7.0,2.0,2.0,23.0,3.0,10.0,3.0,0.0,0.0,0.0,37.0,17.0,17.0,6.0,55.0,1.0,1.0,0.0,0.0,5.0,1.0,6.0,17.0,8.0,1.0,3.0,1.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,8.0,25.0,6.0,75.0,23.0,30.7,2.0,36.0,37.0,3.0,0.0,0.0,1.0,0.0,0.0,129.0,0.0,8.0,62.0,71.0,19.0,121.0,9.0,12.0,75.0,9.0,0.0,95.0,430.0,264.0,12.0,4.0,6.0,12.0,12.0,155.0,91.0,58.7,47.0,3.1,0.0,0.0,0.0,3.0,8.0,6.0,1.0,0.0,0.0,18.0,9.0,7.0,56.3,24.0,16.0,3.0
Ebony Salmon,eng ENG,FW,Bristol City,20-083,6.0,51.0,17.0,33.3,17.9,0.0,1.0,1.0,6.5,5.7,0.11,-0.5,-0.7,122.0,204.0,59.8,2015.0,415.0,58.0,84.0,69.0,50.0,73.0,68.5,11.0,29.0,37.9,1.0,0.7,0.3,5.0,9.0,3.0,0.0,10.0,156.0,48.0,1.0,1.0,53.0,10.0,23.0,0.0,0.0,0.0,0.0,149.0,28.0,27.0,18.0,181.0,2.0,2.0,0.0,1.0,13.0,9.0,16.0,28.0,6.0,0.0,12.0,3.0,5.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,7.0,1.0,5.0,5.0,2.0,16.0,12.5,14.0,184.0,34.0,18.5,10.0,80.0,94.0,6.0,1.0,0.0,2.0,2.0,0.0,425.0,3.0,16.0,213.0,228.0,85.0,376.0,28.0,48.0,58.3,34.0,3.0,330.0,1582.0,1079.0,63.0,8.0,36.0,54.0,52.0,662.0,286.0,43.2,79.0,13.9,0.0,0.0,0.0,16.0,22.0,12.0,0.0,0.0,0.0,59.0,2.0,21.0,8.7,106.0,28.0,5.0
Viktoria Schnaderbeck,at AUT,DF,Arsenal,30-106,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,317.0,357.0,88.8,6242.0,2107.0,101.0,107.0,94.4,178.0,190.0,93.7,34.0,50.0,68.0,0.0,0.2,-0.2,1.0,15.0,2.0,0.0,14.0,329.0,28.0,5.0,1.0,28.0,6.0,3.0,0.0,0.0,0.0,0.0,264.0,30.0,63.0,88.0,237.0,7.0,23.0,0.0,0.0,3.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,9.0,9.0,4.0,0.0,3.0,6.0,50.0,3.0,44.0,20.0,45.5,26.0,16.0,2.0,4.0,1.0,0.0,4.0,25.0,0.0,415.0,39.0,211.0,182.0,40.0,1.0,390.0,2.0,5.0,40.0,2.0,0.0,264.0,1269.0,714.0,16.0,2.0,0.0,1.0,4.0,301.0,288.0,95.7,3.0,5.1,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,50.0,4.0,2.0,66.7,5.0,4.0,0.0
Connie Scofield,eng ENG,"MF,FW",Birmingham City,21-329,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,140.0,193.0,72.5,2059.0,591.0,81.0,97.0,83.5,51.0,66.0,77.3,6.0,22.0,27.3,2.0,0.5,1.5,6.0,7.0,1.0,0.0,10.0,189.0,4.0,0.0,0.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,124.0,37.0,32.0,38.0,140.0,14.0,1.0,0.0,0.0,10.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,5.0,5.0,3.0,3.0,19.0,15.8,16.0,165.0,41.0,24.8,47.0,73.0,45.0,15.0,2.0,0.0,11.0,16.0,0.0,284.0,24.0,102.0,111.0,78.0,4.0,280.0,6.0,9.0,66.7,6.0,0.0,169.0,664.0,181.0,5.0,0.0,1.0,14.0,17.0,235.0,162.0,68.9,16.0,6.3,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,53.0,0.0,10.0,0.0,31.0,6.0,0.0
Harriet Scott,ie IRL,DF,Birmingham City,28-069,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,376.0,566.0,66.4,6689.0,3415.0,178.0,211.0,84.4,153.0,215.0,71.2,37.0,116.0,31.9,0.0,0.3,-0.3,1.0,19.0,3.0,1.0,23.0,399.0,167.0,7.0,0.0,77.0,5.0,11.0,1.0,0.0,0.0,0.0,217.0,135.0,214.0,78.0,294.0,26.0,159.0,3.0,7.0,18.0,14.0,21.0,10.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,37.0,47.0,10.0,6.0,17.0,42.0,40.5,25.0,258.0,92.0,35.7,176.0,59.0,23.0,26.0,8.0,1.0,21.0,70.0,2.0,786.0,103.0,397.0,271.0,140.0,11.0,622.0,15.0,24.0,62.5,17.0,0.0,360.0,1847.0,1059.0,30.0,3.0,2.0,15.0,16.0,336.0,296.0,88.1,14.0,15.5,4.0,0.0,0.0,27.0,25.0,1.0,0.0,0.0,0.0,128.0,13.0,14.0,48.1,31.0,9.0,0.0
Jill Scott,eng ENG,MF,Manchester City,34-077,1.0,6.0,1.0,16.7,13.8,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3,142.0,164.0,86.6,2153.0,417.0,78.0,86.0,90.7,52.0,54.0,96.3,7.0,13.0,53.8,1.0,0.6,0.4,5.0,8.0,3.0,1.0,9.0,163.0,1.0,0.0,0.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,129.0,24.0,11.0,7.0,141.0,10.0,1.0,0.0,0.0,2.0,2.0,3.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,3.0,2.0,6.0,33.3,4.0,66.0,27.0,40.9,9.0,27.0,30.0,7.0,0.0,0.0,1.0,2.0,0.0,203.0,2.0,30.0,86.0,93.0,16.0,202.0,4.0,7.0,57.1,4.0,1.0,128.0,499.0,261.0,14.0,5.0,1.0,6.0,4.0,168.0,142.0,84.5,20.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37.0,6.0,4.0,60.0,10.0,11.0,1.0
Caroline Siems,de GER,DF,Aston Villa LFC,21-346,0.0,9.0,1.0,11.1,22.0,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,379.0,528.0,71.8,6294.0,2768.0,191.0,241.0,79.3,154.0,202.0,76.2,30.0,67.0,44.8,0.0,0.4,-0.4,4.0,23.0,5.0,2.0,41.0,413.0,115.0,5.0,1.0,89.0,7.0,11.0,1.0,0.0,1.0,0.0,296.0,115.0,117.0,63.0,333.0,18.0,109.0,1.0,1.0,19.0,28.0,15.0,12.0,6.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,8.0,14.0,2.0,1.0,5.0,21.0,23.8,16.0,133.0,35.0,26.3,77.0,42.0,14.0,20.0,4.0,0.0,23.0,12.0,2.0,635.0,45.0,249.0,295.0,129.0,8.0,523.0,17.0,22.0,77.3,17.0,1.0,365.0,2169.0,1202.0,51.0,11.0,1.0,11.0,16.0,392.0,318.0,81.1,20.0,10.5,1.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,1.0,116.0,5.0,12.0,29.4,27.0,11.0,0.0
Jessica Sigsworth,eng ENG,FW,Manchester Utd,26-189,2.0,10.0,5.0,50.0,8.9,0.0,0.0,0.0,1.7,1.7,0.17,0.3,0.3,74.0,109.0,67.9,1041.0,230.0,51.0,67.0,76.1,19.0,29.0,65.5,3.0,5.0,60.0,1.0,0.6,0.4,6.0,4.0,3.0,1.0,11.0,109.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,81.0,17.0,11.0,16.0,83.0,6.0,0.0,1.0,0.0,1.0,8.0,6.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,3.0,4.0,1.0,7.0,14.3,6.0,133.0,39.0,29.3,15.0,44.0,74.0,9.0,1.0,0.0,2.0,9.0,0.0,178.0,7.0,17.0,63.0,109.0,32.0,178.0,4.0,7.0,57.1,5.0,0.0,108.0,568.0,310.0,18.0,2.0,6.0,13.0,10.0,214.0,109.0,50.9,33.0,5.0,3.0,0.0,0.0,9.0,5.0,9.0,0.0,0.0,0.0,36.0,11.0,9.0,55.0,23.0,9.0,2.0
Diana Silva,pt POR,FW,Aston Villa LFC,25-320,1.0,9.0,1.0,11.1,17.7,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,88.0,143.0,61.5,1290.0,224.0,50.0,64.0,78.1,27.0,45.0,60.0,7.0,17.0,41.2,0.0,0.3,-0.3,4.0,3.0,3.0,0.0,5.0,141.0,2.0,0.0,0.0,35.0,4.0,13.0,0.0,0.0,0.0,0.0,102.0,20.0,21.0,41.0,95.0,5.0,1.0,1.0,0.0,7.0,3.0,13.0,9.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,4.0,5.0,5.0,2.0,8.0,25.0,6.0,103.0,31.0,30.1,19.0,26.0,58.0,10.0,2.0,0.0,6.0,5.0,0.0,231.0,9.0,49.0,96.0,103.0,28.0,229.0,11.0,18.0,61.1,11.0,0.0,174.0,987.0,419.0,21.0,4.0,7.0,13.0,17.0,244.0,141.0,57.8,48.0,5.6,0.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,0.0,50.0,0.0,13.0,0.0,30.0,9.0,1.0
